time,latitude,longitude,depth,magnitude,region,rms,gap,dmin,nst,horizontalError,depthError,magError,magNst
2022-07-25 08:00:00,19.4748,-57.1543,16.44,3.21,Caribbean Arc,1.48,79.5,3.832,43,3.59,6.38,0.399,38
2022-07-25 13:00:00,44.5538,-119.1621,23.86,2.01,Cascadia Zone,0.149,266.1,1.02,115,7.42,4.97,0.083,26
2022-07-25 14:00:00,44.9784,-117.8047,34.83,2.06,Cascadia Zone,0.62,149.5,3.774,110,19.02,8.7,0.185,63
2022-07-25 14:00:00,47.7206,-123.2287,25.78,3.81,Cascadia Zone,0.625,207.4,2.254,105,17.59,5.22,0.055,15
2022-07-26 01:00:00,-4.6933,102.4768,39.21,2.75,Sumatra Fault,0.86,79.7,1.352,70,13.89,7.67,0.314,63
2022-07-26 05:00:00,14.0853,-57.1535,17.04,2.05,Caribbean Arc,0.977,165.2,4.228,99,6.56,12.59,0.179,50
2022-07-26 10:00:00,-7.9815,105.1786,42.25,2.7,Sumatra Fault,0.188,141.0,2.883,57,3.71,4.56,0.157,79
2022-07-26 23:00:00,57.3983,-172.4987,45.73,3.19,Aleutian Arc,0.802,311.1,0.211,111,4.01,13.28,0.206,67
2022-07-27 22:00:00,-2.5517,99.7758,26.15,9.5,Sumatra Fault,0.574,26.4,3.2,118,14.17,1.35,0.207,11
2022-07-28 02:00:00,43.9354,-125.5838,13.22,2.39,Cascadia Zone,1.457,189.8,1.701,100,1.44,1.49,0.179,37
2022-07-28 04:00:00,34.2073,-86.5897,15.94,4.05,New Madrid Zone,1.161,103.1,0.517,92,2.06,14.73,0.439,44
2022-07-28 05:00:00,34.3698,-85.3463,5.65,2.67,New Madrid Zone,1.434,345.2,2.116,114,0.8,11.21,0.325,22
2022-07-28 18:00:00,55.63,-171.8143,48.68,2.6,Aleutian Arc,0.704,78.4,4.915,61,2.27,10.09,0.372,41
2022-07-29 00:00:00,25.6224,154.2285,22.48,2.49,Pacific Ring,1.188,259.5,0.205,20,18.73,1.31,0.048,67
2022-07-29 15:00:00,37.5329,-93.7185,6.33,3.55,New Madrid Zone,0.859,214.8,3.076,17,13.39,7.23,0.305,46
2022-07-29 18:00:00,34.4301,-89.7127,13.37,4.19,New Madrid Zone,0.266,101.0,0.143,5,4.57,12.01,0.453,33
2022-07-30 09:00:00,43.6851,-125.0895,22.71,2.27,Cascadia Zone,0.438,253.3,2.897,118,20.0,13.06,0.382,32
2022-07-31 01:00:00,37.9048,-93.1561,15.66,5.13,New Madrid Zone,0.368,48.9,2.457,114,16.4,8.48,0.08,57
2022-07-31 03:00:00,-6.5442,104.484,53.82,2.68,Sumatra Fault,0.914,105.0,4.619,85,17.58,4.29,0.459,31
2022-08-01 14:00:00,48.9371,-120.6442,21.04,2.35,Cascadia Zone,0.353,326.3,0.76,97,8.54,2.87,0.207,20
2022-08-01 16:00:00,26.6756,146.9403,31.74,5.92,Pacific Ring,0.548,334.0,3.232,57,9.42,6.22,0.124,32
2022-08-01 23:00:00,35.852,29.7411,10.16,3.3,Anatolian Fault,0.471,26.9,0.42,116,5.98,11.56,0.316,32
2022-08-02 08:00:00,48.2432,-120.39,21.72,2.18,Cascadia Zone,0.2,315.5,3.87,90,15.11,1.11,0.495,69
2022-08-02 13:00:00,-1.1357,104.4197,52.26,2.56,Sumatra Fault,0.109,177.4,3.972,77,9.53,9.71,0.454,46
2022-08-03 16:00:00,35.9897,-93.2779,15.27,2.84,New Madrid Zone,0.779,69.3,3.245,24,17.46,9.24,0.087,77
2022-08-03 21:00:00,25.6638,81.9344,16.89,5.51,Himalayan Belt,1.123,77.0,3.023,65,19.65,11.24,0.292,68
2022-08-04 07:00:00,41.6994,-122.8089,24.58,2.19,Cascadia Zone,1.142,318.1,0.052,29,16.56,10.09,0.448,7
2022-08-04 17:00:00,40.8643,28.7781,17.01,2.8,Anatolian Fault,1.349,131.3,2.643,79,6.64,14.78,0.439,25
2022-08-05 23:00:00,16.1766,-62.0814,28.03,3.21,Caribbean Arc,1.263,238.9,4.948,94,18.22,4.86,0.165,30
2022-08-06 01:00:00,25.0463,83.4344,32.81,5.02,Himalayan Belt,0.857,326.1,2.968,102,16.83,13.8,0.043,47
2022-08-06 09:00:00,12.7607,-60.9139,17.56,4.8,Caribbean Arc,0.79,338.6,2.738,42,2.0,8.2,0.432,69
2022-08-06 10:00:00,46.6979,-121.7967,19.15,2.08,Cascadia Zone,0.899,327.2,2.166,51,19.49,2.2,0.134,40
2022-08-06 10:00:00,34.4964,36.7588,21.2,2.14,Anatolian Fault,1.158,115.5,0.95,98,6.66,12.73,0.031,41
2022-08-06 11:00:00,35.6716,-89.2789,6.78,2.69,New Madrid Zone,0.674,180.9,4.838,105,18.58,1.26,0.313,20
2022-08-06 18:00:00,13.275,-62.6437,29.07,2.21,Caribbean Arc,0.915,321.9,1.831,118,11.56,14.6,0.023,59
2022-08-06 20:00:00,13.8422,-56.5051,20.75,4.16,Caribbean Arc,0.306,337.7,3.159,73,0.33,10.52,0.037,17
2022-08-07 00:00:00,44.578,-119.7686,10.42,3.23,Cascadia Zone,0.569,45.1,4.097,21,7.48,10.64,0.41,69
2022-08-07 17:00:00,1.0898,101.269,55.3,2.21,Sumatra Fault,0.254,25.8,4.975,13,9.28,13.19,0.411,39
2022-08-07 21:00:00,12.412,-63.8252,19.07,4.4,Caribbean Arc,1.053,170.8,2.544,35,1.58,5.03,0.253,7
2022-08-08 09:00:00,-7.0128,100.3221,55.12,4.69,Sumatra Fault,0.615,211.0,1.128,83,7.01,3.39,0.297,11
2022-08-09 07:00:00,48.9703,-173.1863,54.38,2.82,Aleutian Arc,1.117,86.4,2.979,7,8.03,11.49,0.206,67
2022-08-09 08:00:00,46.1141,-120.3418,14.86,2.89,Cascadia Zone,0.643,340.7,2.894,82,9.24,12.88,0.231,75
2022-08-10 19:00:00,26.8467,84.946,26.73,2.26,Himalayan Belt,1.374,35.1,4.301,55,5.85,0.68,0.111,28
2022-08-11 05:00:00,35.6926,30.9387,8.43,2.77,Anatolian Fault,1.307,290.7,2.088,88,5.83,0.93,0.341,52
2022-08-11 06:00:00,36.9916,36.6589,9.2,7.58,Anatolian Fault,0.498,271.1,4.616,17,18.28,5.47,0.013,11
2022-08-11 11:00:00,31.2257,150.7925,35.93,2.55,Pacific Ring,1.391,165.2,2.051,23,13.45,8.42,0.494,47
2022-08-11 16:00:00,28.6014,149.2441,37.59,2.47,Pacific Ring,0.452,282.9,0.769,29,15.09,4.02,0.4,63
2022-08-11 20:00:00,48.2178,-122.9496,17.36,3.15,Cascadia Zone,0.73,174.0,0.304,111,16.95,6.03,0.385,27
2022-08-11 22:00:00,42.3414,35.4048,11.14,3.68,Anatolian Fault,1.022,272.8,4.231,75,1.86,7.37,0.048,34
2022-08-12 19:00:00,39.7653,34.8528,22.3,2.7,Anatolian Fault,0.547,174.9,1.358,74,8.87,3.33,0.161,24
2022-08-13 01:00:00,42.6881,-118.4606,10.33,2.86,Cascadia Zone,1.409,320.0,4.1,107,4.06,4.33,0.152,32
2022-08-13 04:00:00,52.8725,-171.4456,42.58,3.42,Aleutian Arc,0.443,36.3,4.245,6,18.75,9.45,0.168,21
2022-08-13 11:00:00,39.6356,-86.3516,15.08,2.19,New Madrid Zone,0.605,348.0,3.36,101,14.7,8.95,0.361,49
2022-08-13 16:00:00,30.2455,151.6326,38.89,3.51,Pacific Ring,0.236,75.5,3.674,59,8.6,6.89,0.192,48
2022-08-13 17:00:00,41.4486,-120.7745,17.72,2.55,Cascadia Zone,1.235,152.1,4.736,51,15.46,7.31,0.45,72
2022-08-13 19:00:00,12.3431,-65.5841,14.93,2.28,Caribbean Arc,0.975,262.6,1.855,18,16.13,2.19,0.198,23
2022-08-13 22:00:00,41.7068,-125.1121,28.42,3.39,Cascadia Zone,0.331,34.2,2.348,44,15.56,8.13,0.466,7
2022-08-14 08:00:00,42.7353,-118.1481,28.17,4.5,Cascadia Zone,0.295,322.5,3.858,70,10.69,8.65,0.201,64
2022-08-14 10:00:00,-7.3817,105.8155,57.46,3.48,Sumatra Fault,0.11,268.8,2.366,57,10.85,4.14,0.351,25
2022-08-14 17:00:00,-0.3834,103.9136,51.96,8.26,Sumatra Fault,0.592,222.6,1.691,116,18.01,8.56,0.393,73
2022-08-16 06:00:00,39.7085,-90.0654,17.6,4.18,New Madrid Zone,0.153,68.8,1.58,102,17.48,0.72,0.169,68
2022-08-16 06:00:00,41.0319,33.5718,20.13,2.02,Anatolian Fault,1.375,60.3,3.98,66,5.78,13.82,0.019,24
2022-08-16 08:00:00,38.3047,-88.8619,17.85,2.28,New Madrid Zone,0.327,213.0,1.425,16,12.37,7.65,0.248,48
2022-08-16 14:00:00,25.3098,78.9332,18.69,2.78,Himalayan Belt,0.83,26.8,2.425,40,13.69,7.9,0.483,49
2022-08-17 02:00:00,51.3553,-165.8911,71.21,2.09,Aleutian Arc,0.8,342.4,2.298,12,5.93,6.51,0.3,14
2022-08-17 07:00:00,34.0795,28.3263,21.89,6.35,Anatolian Fault,0.456,43.7,3.087,5,15.87,3.72,0.157,29
2022-08-17 14:00:00,39.5268,-89.9494,16.03,3.32,New Madrid Zone,1.024,46.4,1.471,113,4.55,7.14,0.185,9
2022-08-18 00:00:00,37.6075,33.0528,20.13,4.05,Anatolian Fault,1.174,260.7,3.791,82,17.37,8.41,0.265,56
2022-08-18 11:00:00,29.5512,79.21,30.03,2.52,Himalayan Belt,0.971,177.1,3.899,32,15.1,12.99,0.441,63
2022-08-18 12:00:00,26.4289,82.3037,18.85,9.12,Himalayan Belt,0.661,208.1,3.097,115,15.39,5.31,0.489,26
2022-08-18 16:00:00,41.5569,-121.8324,16.99,2.09,Cascadia Zone,0.228,109.6,3.86,63,16.36,6.28,0.409,44
2022-08-18 17:00:00,45.0562,-120.2045,11.68,3.08,Cascadia Zone,1.259,76.3,4.488,80,17.65,7.33,0.276,73
2022-08-19 00:00:00,13.9549,-61.3882,35.85,2.64,Caribbean Arc,0.32,155.2,0.783,114,3.64,6.34,0.05,73
2022-08-19 02:00:00,23.3146,81.8903,26.96,2.46,Himalayan Belt,0.186,233.4,4.117,109,14.94,4.31,0.304,13
2022-08-19 06:00:00,54.2337,-166.0205,38.38,3.18,Aleutian Arc,0.48,264.4,3.895,100,6.33,10.26,0.159,59
2022-08-19 09:00:00,39.1276,31.3732,9.28,2.22,Anatolian Fault,1.389,75.7,2.852,8,5.89,6.79,0.371,6
2022-08-20 09:00:00,36.328,33.7538,17.27,2.36,Anatolian Fault,0.981,280.7,1.355,108,4.85,9.07,0.038,44
2022-08-20 10:00:00,16.6168,-61.1601,10.16,3.96,Caribbean Arc,0.868,41.9,3.835,72,15.66,11.3,0.403,42
2022-08-20 11:00:00,12.617,-57.2232,26.08,2.78,Caribbean Arc,1.138,252.4,3.453,64,18.54,13.37,0.171,64
2022-08-20 13:00:00,45.0905,-126.4822,30.74,3.02,Cascadia Zone,1.044,163.4,3.496,6,6.86,11.69,0.384,71
2022-08-20 15:00:00,23.2408,83.163,34.55,2.07,Himalayan Belt,0.949,151.0,4.916,6,10.94,2.48,0.171,13
2022-08-20 22:00:00,16.6895,-61.6201,27.2,3.64,Caribbean Arc,1.388,160.9,1.474,78,8.37,8.96,0.216,14
2022-08-21 03:00:00,32.4942,154.5383,27.54,2.99,Pacific Ring,0.308,301.5,2.024,78,0.94,3.42,0.244,25
2022-08-21 07:00:00,-6.7027,103.8619,39.86,4.18,Sumatra Fault,0.301,174.4,0.147,54,14.03,3.56,0.407,7
2022-08-21 13:00:00,-2.475,104.2033,30.49,4.47,Sumatra Fault,1.347,132.6,1.386,22,18.61,2.73,0.068,17
2022-08-21 19:00:00,36.8977,-88.719,19.17,3.26,New Madrid Zone,0.23,271.1,4.914,80,14.87,14.69,0.202,66
2022-08-21 21:00:00,13.644,-64.1949,30.09,2.9,Caribbean Arc,0.232,152.0,1.207,66,9.42,6.8,0.165,58
2022-08-22 01:00:00,43.7607,-122.7252,22.11,3.39,Cascadia Zone,1.133,132.7,4.997,102,5.27,3.01,0.164,37
2022-08-22 07:00:00,53.3392,-167.1348,37.65,3.22,Aleutian Arc,1.166,338.0,0.301,44,9.58,4.72,0.162,16
2022-08-22 08:00:00,37.1695,34.5431,9.76,2.33,Anatolian Fault,0.84,326.2,2.149,105,9.03,14.69,0.48,28
2022-08-23 04:00:00,41.6148,33.7272,12.88,2.66,Anatolian Fault,1.249,100.7,3.314,15,0.56,8.28,0.12,9
2022-08-23 07:00:00,22.9476,77.8318,29.16,3.51,Himalayan Belt,1.109,321.2,0.269,103,13.25,2.72,0.344,42
2022-08-23 10:00:00,19.8427,-58.6261,17.45,2.32,Caribbean Arc,0.643,50.2,0.188,52,8.35,10.63,0.292,62
2022-08-23 11:00:00,51.3224,-169.214,42.0,3.92,Aleutian Arc,0.515,244.9,3.522,69,12.05,8.66,0.05,54
2022-08-23 15:00:00,45.5232,-121.1927,30.51,9.35,Cascadia Zone,0.41,266.8,2.69,56,18.72,10.56,0.344,3
2022-08-23 16:00:00,34.9004,29.4671,22.59,2.93,Anatolian Fault,0.23,206.9,2.435,103,3.82,5.3,0.084,37
2022-08-23 20:00:00,38.9762,31.4806,9.61,2.82,Anatolian Fault,1.434,45.3,3.989,35,16.47,5.2,0.066,50
2022-08-24 13:00:00,49.5958,-166.1145,79.54,3.01,Aleutian Arc,1.303,251.3,0.23,23,1.51,0.25,0.16,33
2022-08-24 22:00:00,29.1687,153.2833,33.95,2.42,Pacific Ring,1.296,158.7,3.342,11,10.64,0.77,0.024,50
2022-08-24 22:00:00,31.5623,85.7956,32.4,2.71,Himalayan Belt,1.136,197.6,0.446,111,9.17,5.51,0.318,54
2022-08-24 23:00:00,22.9078,78.4683,42.2,4.04,Himalayan Belt,0.974,116.5,4.675,61,5.68,5.55,0.018,22
2022-08-26 03:00:00,50.3295,-171.4443,37.26,2.26,Aleutian Arc,0.467,168.2,0.767,82,14.59,5.49,0.395,21
2022-08-26 08:00:00,0.9716,99.9251,43.94,2.46,Sumatra Fault,1.402,138.4,4.03,62,7.99,14.08,0.26,38
2022-08-26 08:00:00,27.7056,147.4879,48.26,2.43,Pacific Ring,0.65,66.0,0.063,67,19.52,5.6,0.185,29
2022-08-26 14:00:00,55.2518,-174.2723,75.46,6.74,Aleutian Arc,0.595,153.9,4.349,37,2.92,12.36,0.105,72
2022-08-27 15:00:00,52.7646,-174.1567,77.78,2.0,Aleutian Arc,0.144,271.2,4.69,49,4.9,3.47,0.251,16
2022-08-28 09:00:00,-1.2167,102.479,49.44,3.22,Sumatra Fault,0.435,161.5,0.767,54,14.06,10.4,0.358,26
2022-08-29 01:00:00,51.3928,-169.7746,55.86,2.28,Aleutian Arc,0.518,211.5,1.365,53,4.23,9.53,0.219,4
2022-08-29 14:00:00,40.4852,-84.6987,6.88,2.07,New Madrid Zone,1.094,78.1,3.426,6,12.66,12.5,0.325,8
2022-08-29 19:00:00,10.4413,-60.9965,32.42,2.13,Caribbean Arc,1.007,345.0,0.713,77,18.95,11.18,0.175,12
2022-08-29 23:00:00,27.0563,150.4445,25.35,4.15,Pacific Ring,1.158,289.3,1.106,88,7.17,10.04,0.07,57
2022-08-30 08:00:00,49.0308,-119.4147,24.99,2.88,Cascadia Zone,1.091,208.6,3.292,24,0.5,13.97,0.468,63
2022-08-30 15:00:00,25.1813,80.1871,34.71,2.71,Himalayan Belt,0.638,93.1,1.462,25,4.04,3.33,0.018,58
2022-08-30 16:00:00,23.2071,86.7675,42.37,3.04,Himalayan Belt,0.128,86.5,3.842,17,0.95,9.27,0.027,17
2022-08-31 08:00:00,0.2995,101.4544,29.27,2.05,Sumatra Fault,0.563,327.3,3.09,55,11.33,6.91,0.454,38
2022-08-31 10:00:00,51.7676,-169.5936,41.53,2.31,Aleutian Arc,1.448,126.8,3.443,34,18.57,10.13,0.403,6
2022-08-31 13:00:00,37.1581,-89.2573,18.94,3.62,New Madrid Zone,0.33,108.0,2.571,6,17.42,11.69,0.038,68
2022-09-01 00:00:00,30.5049,83.9696,24.0,2.12,Himalayan Belt,0.405,165.5,2.659,83,9.8,10.45,0.409,57
2022-09-01 08:00:00,41.5019,29.8812,29.16,4.72,Anatolian Fault,0.21,136.8,1.498,20,19.99,2.29,0.165,70
2022-09-01 12:00:00,27.8382,150.1695,46.22,2.35,Pacific Ring,0.917,243.2,4.31,8,10.64,11.23,0.443,13
2022-09-01 15:00:00,38.834,-90.8666,9.06,2.28,New Madrid Zone,1.078,132.9,0.714,102,7.75,2.93,0.081,73
2022-09-01 22:00:00,19.1082,-56.5669,25.61,3.36,Caribbean Arc,0.283,218.3,0.181,62,3.18,2.83,0.189,36
2022-09-02 01:00:00,18.472,-57.4781,27.33,4.42,Caribbean Arc,1.435,41.2,0.153,25,18.59,9.12,0.219,42
2022-09-02 02:00:00,41.6761,33.0516,26.8,3.67,Anatolian Fault,1.439,107.9,1.346,107,15.47,13.91,0.041,51
2022-09-02 19:00:00,-1.4386,99.8022,58.28,2.3,Sumatra Fault,0.61,295.0,4.616,26,9.88,2.4,0.356,67
2022-09-03 05:00:00,39.5008,-84.5164,10.42,2.88,New Madrid Zone,0.887,347.8,2.284,87,15.87,7.46,0.43,45
2022-09-03 10:00:00,34.2953,-92.2019,5.9,3.21,New Madrid Zone,1.301,259.0,4.486,118,19.24,8.92,0.12,11
2022-09-03 20:00:00,31.3859,148.3531,43.13,2.12,Pacific Ring,0.145,184.3,4.309,14,10.4,2.47,0.448,67
2022-09-04 08:00:00,22.1385,81.6733,37.29,2.83,Himalayan Belt,0.731,344.5,1.472,15,8.66,8.17,0.181,21
2022-09-04 09:00:00,26.6283,86.8926,38.09,5.93,Himalayan Belt,1.325,253.2,3.805,65,18.49,12.39,0.424,54
2022-09-04 19:00:00,46.214,-117.3223,33.01,2.53,Cascadia Zone,1.39,106.1,4.153,35,6.93,3.06,0.258,67
2022-09-04 22:00:00,13.4921,-58.7404,36.91,4.62,Caribbean Arc,0.999,47.8,0.817,108,12.17,0.24,0.06,54
2022-09-05 10:00:00,35.7348,-89.866,5.62,4.1,New Madrid Zone,0.489,222.6,1.82,93,13.88,1.45,0.424,16
2022-09-05 15:00:00,31.2884,-84.8924,18.36,2.3,New Madrid Zone,0.167,114.1,3.122,92,0.31,4.96,0.115,79
2022-09-06 12:00:00,-5.3553,100.3454,58.34,2.08,Sumatra Fault,1.105,317.6,0.462,116,0.67,5.13,0.052,6
2022-09-07 07:00:00,53.8206,-166.0634,48.87,2.57,Aleutian Arc,0.288,120.9,3.047,53,18.82,14.38,0.256,44
2022-09-08 00:00:00,26.508,82.2845,34.69,2.08,Himalayan Belt,0.818,236.9,3.862,105,7.91,12.19,0.137,53
2022-09-08 11:00:00,43.7608,-122.5635,12.18,2.41,Cascadia Zone,0.312,233.6,4.588,83,16.24,1.72,0.133,71
2022-09-08 16:00:00,25.2333,83.3682,21.08,3.7,Himalayan Belt,0.91,141.9,0.082,18,1.69,0.25,0.364,76
2022-09-09 02:00:00,32.7046,-90.1548,10.2,2.68,New Madrid Zone,0.778,282.0,2.887,44,16.22,3.65,0.12,41
2022-09-09 03:00:00,38.4886,-85.9256,17.57,2.52,New Madrid Zone,1.429,96.9,0.251,13,4.41,13.8,0.072,60
2022-09-09 04:00:00,42.8242,31.6085,21.65,3.32,Anatolian Fault,0.356,120.6,2.247,46,19.66,12.54,0.245,70
2022-09-09 16:00:00,55.7858,-171.0653,72.29,2.06,Aleutian Arc,0.389,114.4,2.471,56,10.46,8.22,0.172,16
2022-09-09 21:00:00,48.1664,-174.1058,54.97,2.49,Aleutian Arc,1.016,42.6,2.729,43,19.31,7.18,0.465,5
2022-09-10 00:00:00,17.8081,-63.8122,36.14,2.07,Caribbean Arc,0.962,124.0,3.607,94,18.68,5.58,0.346,49
2022-09-10 04:00:00,30.006,151.0931,29.37,2.13,Pacific Ring,0.686,234.1,3.255,67,3.65,9.28,0.168,66
2022-09-10 07:00:00,10.004,-64.9051,19.05,2.03,Caribbean Arc,0.174,267.2,0.272,34,16.84,14.27,0.213,77
2022-09-10 10:00:00,15.9455,-61.7337,20.04,3.0,Caribbean Arc,0.132,339.9,4.051,91,15.23,5.9,0.378,32
2022-09-10 12:00:00,40.2243,-93.2727,9.21,2.52,New Madrid Zone,1.49,99.4,4.373,100,4.57,6.05,0.211,78
2022-09-10 14:00:00,45.0121,-125.1863,16.21,2.75,Cascadia Zone,1.317,81.1,0.027,104,4.64,12.34,0.28,34
2022-09-10 18:00:00,10.2834,-64.9764,31.01,4.25,Caribbean Arc,1.206,106.1,4.946,14,16.44,1.54,0.141,41
2022-09-10 21:00:00,28.2426,84.2383,35.27,2.12,Himalayan Belt,0.954,255.9,1.315,30,16.54,5.92,0.292,45
2022-09-11 05:00:00,-6.6437,98.4563,49.41,3.24,Sumatra Fault,1.412,248.3,0.788,32,16.86,3.22,0.046,57
2022-09-11 10:00:00,38.2241,-93.4097,16.04,2.84,New Madrid Zone,1.297,273.4,0.4,57,6.44,7.68,0.483,12
2022-09-11 18:00:00,45.8752,-125.5353,31.69,2.4,Cascadia Zone,1.039,217.4,0.969,30,1.04,3.69,0.179,67
2022-09-11 23:00:00,25.8881,82.8428,42.18,4.91,Himalayan Belt,0.393,261.0,0.514,107,3.07,9.97,0.309,62
2022-09-12 01:00:00,28.0441,149.4932,48.13,2.48,Pacific Ring,0.672,52.5,0.503,54,1.25,8.62,0.252,57
2022-09-12 04:00:00,31.7419,85.4706,15.71,4.75,Himalayan Belt,1.193,171.1,1.996,39,1.41,3.5,0.131,40
2022-09-12 12:00:00,29.8856,150.5041,40.83,6.14,Pacific Ring,0.414,120.0,0.497,79,3.7,3.94,0.445,28
2022-09-13 13:00:00,55.8143,-166.7703,31.36,3.59,Aleutian Arc,1.081,255.5,0.217,55,16.38,14.02,0.122,47
2022-09-13 20:00:00,54.8829,-172.8028,51.93,3.83,Aleutian Arc,0.735,281.4,4.195,80,4.65,4.18,0.164,11
2022-09-14 01:00:00,48.0449,-173.8578,32.77,2.78,Aleutian Arc,0.35,274.6,0.933,118,17.08,11.08,0.3,21
2022-09-14 09:00:00,47.4402,-124.6724,30.87,3.02,Cascadia Zone,0.232,223.1,1.467,104,19.0,0.93,0.365,10
2022-09-14 11:00:00,40.7187,-85.5327,11.67,3.31,New Madrid Zone,0.134,214.2,4.923,113,16.67,1.68,0.497,49
2022-09-14 12:00:00,29.2943,83.6772,21.8,2.21,Himalayan Belt,1.439,273.3,4.816,74,18.59,10.39,0.455,15
2022-09-15 02:00:00,17.7586,-58.4922,19.63,3.7,Caribbean Arc,0.847,197.1,3.801,98,6.81,12.04,0.409,21
2022-09-15 06:00:00,-4.6612,105.7965,44.59,2.83,Sumatra Fault,0.875,303.1,0.523,94,3.36,3.46,0.098,21
2022-09-15 15:00:00,-7.2473,97.7336,31.85,2.8,Sumatra Fault,0.78,130.7,0.421,68,5.5,9.26,0.489,11
2022-09-15 16:00:00,41.2221,-123.6845,27.91,2.16,Cascadia Zone,1.242,53.3,0.498,27,7.19,8.04,0.248,68
2022-09-16 03:00:00,39.5836,-85.207,18.03,2.2,New Madrid Zone,1.119,325.4,1.104,52,5.97,3.94,0.33,15
2022-09-17 04:00:00,57.0898,-170.8686,61.56,6.84,Aleutian Arc,0.844,303.6,2.807,55,17.48,0.5,0.21,29
2022-09-18 05:00:00,49.1319,-172.065,47.27,2.45,Aleutian Arc,0.605,182.5,2.672,36,6.52,11.72,0.435,5
2022-09-18 20:00:00,0.5755,102.9013,37.82,2.7,Sumatra Fault,0.511,130.4,0.812,50,1.82,4.88,0.193,22
2022-09-18 21:00:00,53.9552,-165.0202,55.88,5.3,Aleutian Arc,1.214,163.9,1.939,27,19.28,14.39,0.376,25
2022-09-18 22:00:00,37.3639,28.7094,15.17,2.24,Anatolian Fault,1.107,184.4,4.43,25,9.09,10.69,0.043,31
2022-09-19 02:00:00,35.9641,-84.7158,10.31,4.61,New Madrid Zone,1.446,281.0,1.614,108,13.43,2.51,0.033,31
2022-09-19 06:00:00,41.9735,-118.4838,31.76,2.37,Cascadia Zone,0.816,60.9,1.996,13,15.75,3.02,0.091,19
2022-09-20 05:00:00,48.4322,-118.9724,23.6,2.19,Cascadia Zone,0.531,93.5,2.358,111,6.02,13.59,0.036,9
2022-09-20 06:00:00,36.0052,34.5926,17.56,2.83,Anatolian Fault,1.49,294.4,0.811,30,8.26,10.82,0.26,72
2022-09-20 11:00:00,47.0947,-118.7942,17.13,2.33,Cascadia Zone,0.179,141.9,2.534,69,14.6,5.39,0.31,48
2022-09-20 18:00:00,30.9869,86.977,37.6,6.24,Himalayan Belt,1.448,253.4,0.408,51,12.97,5.33,0.144,47
2022-09-20 19:00:00,50.4836,-119.9532,14.43,4.06,Cascadia Zone,1.273,111.2,2.248,84,7.87,1.14,0.077,48
2022-09-20 20:00:00,24.7873,79.1522,27.63,2.49,Himalayan Belt,1.147,138.3,4.961,116,18.36,8.84,0.212,27
2022-09-21 09:00:00,35.1793,-87.3557,16.15,2.42,New Madrid Zone,0.247,345.6,1.692,30,2.86,12.2,0.297,76
2022-09-21 16:00:00,46.9035,-125.7587,11.88,2.26,Cascadia Zone,1.398,130.0,4.874,98,4.6,8.83,0.491,68
2022-09-22 12:00:00,48.3113,-119.8005,12.47,2.2,Cascadia Zone,0.883,291.1,0.932,8,3.32,6.84,0.266,69
2022-09-22 15:00:00,41.6459,31.4792,10.03,3.09,Anatolian Fault,1.457,49.8,3.734,73,0.41,10.8,0.023,63
2022-09-22 19:00:00,-6.5473,100.2254,40.81,2.16,Sumatra Fault,0.837,331.7,2.951,65,1.52,2.33,0.426,79
2022-09-23 07:00:00,22.4214,77.5459,18.1,2.8,Himalayan Belt,0.499,266.1,3.873,109,3.07,2.12,0.07,30
2022-09-23 16:00:00,31.5316,154.383,46.14,3.74,Pacific Ring,1.031,105.9,4.537,82,11.25,1.75,0.229,38
2022-09-23 19:00:00,30.4997,85.7032,41.39,2.94,Himalayan Belt,1.027,81.6,1.914,115,15.47,4.02,0.148,22
2022-09-24 01:00:00,33.6525,-88.9426,18.47,3.16,New Madrid Zone,0.941,250.2,2.168,111,10.09,8.32,0.267,27
2022-09-24 10:00:00,33.1015,153.8147,47.88,3.68,Pacific Ring,0.713,188.4,4.663,48,0.93,11.47,0.291,65
2022-09-24 11:00:00,48.7485,-118.531,32.15,2.02,Cascadia Zone,0.804,88.0,2.499,102,8.74,14.86,0.312,40
2022-09-25 07:00:00,23.9384,79.5994,40.76,4.0,Himalayan Belt,1.179,171.6,3.647,49,2.1,5.96,0.088,33
2022-09-25 11:00:00,43.1052,32.9164,19.26,2.65,Anatolian Fault,0.695,108.9,4.312,73,11.87,9.2,0.362,27
2022-09-25 13:00:00,36.3555,-90.4311,10.31,4.12,New Madrid Zone,0.531,321.6,4.765,42,7.15,7.63,0.471,70
2022-09-25 15:00:00,55.6662,-171.3782,66.71,2.13,Aleutian Arc,0.845,116.5,3.282,78,4.27,0.55,0.222,46
2022-09-26 06:00:00,0.7393,102.8512,41.79,3.79,Sumatra Fault,1.046,287.6,4.758,105,1.58,12.77,0.393,74
2022-09-28 04:00:00,54.0706,-172.0853,76.26,2.96,Aleutian Arc,0.4,133.5,4.374,10,10.3,7.28,0.378,24
2022-09-28 05:00:00,17.5268,-56.8412,31.35,2.52,Caribbean Arc,1.074,209.5,1.776,110,10.3,9.46,0.214,63
2022-09-28 08:00:00,30.5024,79.5619,33.03,2.79,Himalayan Belt,1.076,274.0,1.447,86,12.16,6.9,0.195,28
2022-09-28 10:00:00,31.0332,-93.8025,13.47,3.67,New Madrid Zone,1.376,95.6,3.695,100,16.74,6.23,0.317,45
